5.938383233195771993e-01,2.526316157018168340e+01
5.482880982221836064e-01,2.486551812557513230e+01
3.527371560340810674e-01,2.546066873158655852e+01
-3.285459137124995266e-01,2.543114134746076260e+01
-6.461178987799875983e-01,2.565202106826843576e+01
-3.418652175426828421e-01,2.559129116174082341e+01
-4.373635005506777418e-01,2.540123731050537970e+01
-8.514993675933624218e-01,2.600842948703851221e+01
-6.261054982457032736e-01,2.572643687237673760e+01
-1.601683667853137649e-01,2.500279001385965216e+01
4.984402752620695765e-01,2.497762280784120748e+01
2.168626509577933348e-01,2.519308445468563917e+01
-7.907056963500096458e-01,2.569032934877811414e+01
-9.192884334953319581e-01,2.562867734765737993e+01
-9.679498013729670447e-02,2.575920113282860768e+01
-7.046146203491403526e-01,2.523244143062581912e+01
-2.160612855047716607e-02,2.534848861989904378e+01
1.847053193163041840e-01,2.548196336128778938e+01
5.951095250691551541e-01,2.514775854083265116e+01
-1.954023631243622106e-01,2.511241657664289662e+01
-7.489397024180206586e-01,2.585012836495324962e+01
-5.084570997379422863e-01,2.568543234782524465e+01
3.262530615113661270e-01,2.475307185056034598e+01
2.260063658622328830e-01,2.537836448574097048e+01
4.531356398733805690e-01,2.519945241103286904e+01
-3.073204123076962446e-01,2.530140668036989382e+01
-1.265839050231818419e-01,2.504664353536071175e+01
4.811599196910698595e-01,2.513143808667260615e+01
9.060031064160511960e-02,2.496406340555306969e+01
-4.257751740894732961e-02,2.553987695241615086e+01
-6.758396221328411002e-02,2.527296248606646145e+01
-4.500815889498923639e-01,2.573750310937607111e+01
1.005935628208476373e-02,2.515481845539218142e+01
-6.147558379193931444e-01,2.538233690018776301e+01
-3.614125544873942886e-01,2.576061674102351162e+01
1.958820670468703895e-01,2.512953432939942999e+01
-6.491141033752256817e-01,2.570550851156586702e+01
-3.895711486662918333e-01,2.569768431670279796e+01
3.199030364625450318e-01,2.547292169179485555e+01
8.883839448804806693e-01,2.480125268964461327e+01
-7.521077536215585724e-01,2.544157459418825340e+01
-9.013910391910684439e-02,2.518668160058868821e+01
2.253261998416142831e-01,2.528343105971810445e+01
-3.318551591344096607e-01,2.561880545532504883e+01
-1.419067170920236265e-01,2.586402036325894827e+01
-4.074131583180715666e-01,2.573600264559955519e+01
1.022013837629174304e-01,2.535600476909698031e+01
5.266208583170524093e-01,2.516366533967343244e+01
-7.119072129232151269e-02,2.526228730463308736e+01
4.152357244388902302e-01,2.521632304488795739e+01
3.846534286970850758e-01,2.501940820281293298e+01
-2.089406752222977559e-01,2.544414653530225223e+01
-3.450342806729409517e-01,2.579510796156601060e+01
-4.982237574203267627e-01,2.543399022901783724e+01
-7.317183154105855181e-01,2.574043374445418664e+01
1.822170973534404936e-01,2.526295509688234375e+01
-5.965231445793079956e-01,2.555660565845279564e+01
3.624180670664998161e-01,2.513532048368174543e+01
-9.035941157317530781e-01,2.586958133378219671e+01
-3.415304097518081505e-01,2.553120067047148112e+01
-5.995358779878792177e-01,2.588448238275729452e+01
-1.041013223146620703e-01,2.576081374317001149e+01
-1.133900209641929280e-01,2.526557451182870295e+01
-2.402055441157067150e-01,2.516757854320436749e+01
7.986082260715932080e-02,2.533314226961704918e+01
4.174525704654108438e-01,2.519147652303376006e+01
-2.137406750743444661e-01,2.565008723764597676e+01
2.541432288308911325e-01,2.529564906166867999e+01
-8.824030616996658694e-01,2.583681420485884672e+01
-1.591907687341631572e-04,2.518866289992692487e+01
9.777559513687705817e-02,2.548273154956058661e+01
-1.293232071226348978e-01,2.547470451613032338e+01
4.097077128825894476e-01,2.501216592095699909e+01
-6.822216344502969321e-01,2.540691900648089785e+01
4.972469496266640476e-02,2.532834655261129342e+01
4.832481224715614587e-01,2.463957084458957070e+01
1.278370741096068741e-02,2.543887076102541300e+01
1.576793431472580664e-01,2.501239633433540277e+01
2.962533414929531261e-01,2.489224452955148337e+01
-1.974948644187684010e-01,2.541328762265005992e+01
-4.077307996821097902e-01,2.583763490812493302e+01
5.826311283956187026e-02,2.535479220224986108e+01
7.934239301653533971e-02,2.556269400357095734e+01
-5.992887583449828526e-01,2.595763190543744514e+01
-1.536436694920730872e-01,2.526661872450768698e+01
7.967973018189411505e-03,2.498385115591663208e+01
6.247646816881484710e-01,2.511389163574379779e+01
-8.784170540651139447e-01,2.552379871133622657e+01
-4.877814181388302472e-01,2.545135732911268178e+01
-1.017421266554894288e+00,2.621604086622911467e+01
-3.723166121219847469e-01,2.549711697998928628e+01
7.250405946427775916e-01,2.480332801256965780e+01
-5.728634672422643348e-01,2.543166963431666971e+01
-8.029306953929271629e-01,2.569964772015293164e+01
1.493611890999702041e-02,2.529329387092102976e+01
-3.484550007681725958e-01,2.545137578599156214e+01
7.287534118599126032e-02,2.580756265341492650e+01
2.027344547408773678e-01,2.533115286809827538e+01
7.536403857554674346e-02,2.528887387075126014e+01
1.683642742529158909e-01,2.506860768517041294e+01
2.956571743819615961e-01,2.547551370054490150e+01
-6.932180238866543220e-01,2.559849464676594977e+01
2.502859387065115016e-01,2.527642796569881511e+01
-3.006785674240468609e-01,2.560631648206273780e+01
-6.040809230659434093e-01,2.543595022750960766e+01
3.162562456211048811e-01,2.522509441443311928e+01
3.206531186869661099e-01,2.484480099273215359e+01
-7.810565504460065256e-01,2.573025957476258085e+01
-5.520115852261540113e-01,2.517517388051411587e+01
-4.085998196834346174e-01,2.563303601485520034e+01
-3.414266279653404013e-01,2.518934199766271576e+01
-7.683745943986863836e-02,2.556916739501600588e+01
-3.259544663094402495e-01,2.541396681974225302e+01
-4.163695155144786497e-01,2.568225849014364570e+01
-1.936592870275859468e-01,2.545751190843537159e+01
-2.496913715171800163e-01,2.560171612284632303e+01
-1.633193282475566832e-01,2.543122755521379474e+01
4.570054159910696967e-02,2.500538128341211319e+01
-7.302901147186346975e-01,2.555436216349635714e+01
-1.481759859531415202e-01,2.568106414608788057e+01
1.806057752120224791e-01,2.523913096759424946e+01
-1.821184696214217524e-02,2.549319058896926649e+01
-1.365536733853360829e-01,2.496610722515921310e+01
-9.023489534718898142e-01,2.572121434496784076e+01
5.492530569704570098e-01,2.470319884064729621e+01
-7.954763768443591232e-01,2.539875915179915822e+01
-1.520296425471059365e-01,2.508848877656969734e+01
1.990693502846383467e-01,2.558391022407883497e+01
-3.555086608152464578e-01,2.566869445893200208e+01
1.721896865959671175e-01,2.519658557736391558e+01
-3.078797025925403830e-01,2.562733045150854849e+01
1.198540337502755904e-01,2.500843449529905982e+01
2.414033719641253128e-01,2.503865999870507153e+01
5.102743229799564517e-01,2.484704791112568145e+01
